order_id,customer_name,country_code,phone,email,product_name,amount,payment_mode,order_date,order_time
ORD00122,Priya Brown,IN,5712082677,priya121@gmail.com,Keyboard,49639,upi,2024-10-19,09:41:03
ORD00093,Rahul Patel,GB,0432898614,rahul92@gmail.com,Keyboard,19836,cash,2023-04-08,07:26:40
ORD00143,Arjun Kumar,MY,086211823,arjun142@gmail.com,Keyboard,40717,netbanking,2024-05-31,11:17:50
ORD00139,Arjun Mehta,US,8771753556,arjun138@gmail.com,Laptop,36965,card,2023-10-26,00:16:35
ORD00031,Arjun Iyer,AE,487347143,arjun30@gmail.com,Mouse,22110,upi,2023-06-15,04:09:14
ORD00015,Ananya Sharma,SG,64746872,ananya14@gmail.com,Keyboard,19545,card,2023-04-30,18:47:34
ORD00038,Priya Mehta,US,0671657262,priya37@gmail.com,Mouse,40464,netbanking,2025-09-17,14:27:52
ORD00132,Amit Iyer,GB,0047868633,amit131@gmail.com,Monitor,22785,card,2024-07-18,06:59:56
ORD00273,Emma Brown,AE,114351906,emma272@gmail.com,Camera,40336,cod,2025-12-03,09:45:38
ORD00416,Riya Sharma,AE,028427624,riya65@gmail.com,Camera,32045,cash,2025-10-01,25:70:90
ORD00399,Ananya Patel,AU,064628792,ananya48@gmail.com,Keyboard,12290,crypto,2024-08-15,17:31:02
ORD00162,Emma Singh,AE,499125134,emma161@gmail.com,Phone,12096,upi,2023-10-17,16:24:26
ORD00351,Riya Singh,XX,461919657,riya0@gmail.com,Laptop,6033,card,2023-10-12,18:57:48
ORD00110,Karan Mehta,AU,625881537,karan109@gmail.com,Phone,17629,wallet,2024-05-22,04:06:03
ORD00293,John Singh,IN,5478077406,john292@gmail.com,Mouse,39225,card,2023-01-15,17:23:12
ORD00363,Riya Brown,US,5801856945,riya12@gmail.com,Mouse,17603,cash,2024/31/15,20:37:25
ORD00439,Priya Mehta,SG,86241502,priya88@gmail.com,Monitor,18515,crypto,2025-01-08,13:18:57
ORD00450,Emma Kumar,MY,168006102,emma99@gmail.com,,30257,cod,2025-04-09,21:47:38
ORD00209,John Smith,US,0998616229,john208@gmail.com,Phone,7022,netbanking,2023-07-26,09:55:34
ORD00199,Emma Brown,IN,9029593917,emma198@gmail.com,Tablet,21803,cod,2023-06-09,07:22:20
ORD00217,Arjun Kumar,GB,1715454443,arjun216@gmail.com,Tablet,34001,card,2023-04-27,19:25:42
ORD00429,Arjun Sharma,US,9003486451,arjun78@gmail.com,Keyboard,29093,crypto,2023-01-17,12:59:58
ORD00250,Karan Smith,AU,704358112,karan249@gmail.com,Laptop,41186,cash,2024-03-07,21:40:49
ORD00011,Karan Smith,MY,871331509,karan10@gmail.com,Keyboard,38664,card,2023-01-15,02:45:40
ORD00193,Amit Brown,AE,383806578,amit192@gmail.com,Monitor,22646,netbanking,2025-10-25,10:24:17
ORD00060,Riya Kumar,US,0748217594,riya59@gmail.com,Camera,45340,upi,2025-07-24,09:12:24
ORD00001,Priya Sharma,MY,433218196,priya0@gmail.com,Laptop,2052,cash,2024-03-23,07:32:38
ORD00493,Sneha Sharma,IN,6533315377,sneha142@gmail.com,Headphones,-1000,netbanking,2024-11-18,19:19:26
ORD00045,Emma Sharma,IN,2294131869,emma44@gmail.com,Keyboard,34347,wallet,2025-07-11,14:19:55
ORD00468,Arjun Smith,AE,677622827,,Monitor,8579,cod,2025-11-17,16:07:44
ORD00034,Amit Smith,AE,298069901,amit33@gmail.com,Camera,8993,wallet,2024-01-08,01:16:24
ORD00374,Priya Smith,US,9291117993,priya23@gmail.com,Phone,-1000,wallet,2024-11-21,23:43:25
ORD00176,Sneha Brown,GB,4037613791,sneha175@gmail.com,Laptop,23764,upi,2023-09-28,12:55:53
ORD00344,Priya Kumar,IN,0943533448,priya343@gmail.com,Headphones,29008,cod,2023-08-29,08:09:10
ORD00440,Arjun Mehta,GB,6257287032,arjun89@gmail.com,,15164,card,2023-03-15,15:16:10
ORD00479,Riya Kumar,AU,200749465,riya128@gmail.com,Keyboard,38448,netbanking,2024-07-30,25:70:90
ORD00086,Karan Patel,IN,8644925192,karan85@gmail.com,Headphones,20431,cod,2025-03-13,04:38:45
ORD00366,Emma Singh,AU,124471746,emma15@gmail.com,Headphones,ten thousand,card,2023-06-01,08:49:03
ORD00166,Sneha Kumar,IN,0745171339,sneha165@gmail.com,Headphones,46679,netbanking,2025-05-26,05:39:08
ORD00221,Priya Smith,GB,3816846022,priya220@gmail.com,Keyboard,22557,wallet,2025-07-26,04:20:55
ORD00267,Karan Smith,MY,991366210,karan266@gmail.com,Keyboard,34356,netbanking,2025-05-09,04:38:06
ORD00373,Emma Iyer,SG,12345,emma22@gmail.com,Keyboard,46060,cod,2023-09-25,00:11:40
ORD00089,Amit Smith,AU,065379473,amit88@gmail.com,Keyboard,20381,wallet,2024-02-02,11:43:36
ORD00241,Sneha Kumar,AU,654722698,sneha240@gmail.com,Mouse,46073,netbanking,2024-10-04,22:47:59
ORD00407,John Sharma,AU,,john56@gmail.com,Keyboard,38609,card,2024-01-14,21:22:01
ORD00099,John Kumar,AU,161692845,john98@gmail.com,Phone,5347,upi,2024-08-28,09:28:38
ORD00216,Arjun Brown,US,6574374896,arjun215@gmail.com,Phone,581,netbanking,2025-02-05,17:41:38
ORD00392,Amit Kumar,GB,2437540254,abc@,Monitor,11002,netbanking,2023-11-26,22:34:18
ORD00144,Priya Mehta,AE,679334101,priya143@gmail.com,Camera,24955,wallet,2025-09-01,01:40:00
ORD00467,Ananya Brown,MY,110627371,ananya116@gmail.com,Headphones,44456,  card  ,2025-04-04,18:35:33
ORD00474,Emma Smith,SG,18956907,emma123@gmail.com,Laptop,22379,wallet,2024-01-05,25:70:90
ORD00147,Priya Mehta,SG,01631599,priya146@gmail.com,Camera,21489,cash,2024-07-13,14:31:14
ORD00188,Riya Mehta,AE,618537474,riya187@gmail.com,Phone,6025,card,2024-09-15,22:44:38
ORD00451,Arjun Mehta,AE,641220310,,Keyboard,1857,card,2025-09-12,20:09:41
ORD00248,Priya Singh,GB,6886153355,priya247@gmail.com,Headphones,19339,card,2025-12-22,15:35:52
ORD00260,Ananya Iyer,US,9427881658,ananya259@gmail.com,Laptop,43529,card,2023-12-06,16:08:28
ORD00318,Arjun Smith,AU,920698042,arjun317@gmail.com,Laptop,18713,card,2024-07-09,01:29:41
ORD00001,Emma Sharma,MY,767699150,emma139@gmail.com,Monitor,33996,upi,2024-01-30,03:06:00
ORD00247,Amit Sharma,MY,259094798,amit246@gmail.com,Headphones,4876,cod,2024-10-12,16:14:11
ORD00190,Amit Patel,AU,003236519,amit189@gmail.com,Mouse,5014,cash,2023-05-13,06:57:41
ORD00277,John Kumar,AU,894769735,john276@gmail.com,Monitor,44768,wallet,2023-02-26,15:07:16
ORD00465,Ananya Patel,MY,054851017,ananya114@gmail.com,Mouse,37615,  card  ,2023-01-11,14:21:15
ORD00414,Amit Sharma,SG,10170269,amit63@gmail.com,Headphones,10109,upi,2023-07-17,25:70:90
ORD00238,Arjun Mehta,AU,102726149,arjun237@gmail.com,Keyboard,12390,cash,2025-03-15,06:29:52
ORD00068,Emma Sharma,SG,05329318,emma67@gmail.com,Keyboard,38529,card,2024-04-22,10:49:09
ORD00500,Riya Kumar,AE,969033373,riya149@gmail.com,Camera,-1000,upi,2025-05-20,12:36:10
ORD00289,Ananya Singh,AE,202341326,ananya288@gmail.com,Phone,6362,cash,2025-08-27,17:03:01
ORD00405,John Patel,GB,6711207545,john54@gmail.com,Tablet,29062,crypto,2025-12-07,10:11:45
ORD00377,Riya Singh,AU,324876329,riya26@gmail.com,Laptop,39177,  card  ,2025-10-20,19:05:40
ORD00259,Priya Patel,MY,080996930,priya258@gmail.com,Mouse,35716,netbanking,2025-08-24,20:49:09
ORD00058,Sneha Kumar,IN,3161172400,sneha57@gmail.com,Headphones,3777,upi,2025-01-04,11:27:09
ORD00355,Amit Singh,US,0102762126,amit4@gmail.com,Monitor,45673,netbanking,2025-05-21,25:70:90
ORD00078,Emma Smith,US,8403690034,emma77@gmail.com,Keyboard,9093,upi,2024-08-15,10:07:00
ORD00487,Sneha Iyer,IN,12345,sneha136@gmail.com,Headphones,16510,card,2023-08-09,15:15:21
ORD00321,Rahul Kumar,AU,608432562,rahul320@gmail.com,Phone,47934,wallet,2025-12-02,21:39:55
ORD00246,Amit Patel,AE,228160648,amit245@gmail.com,Mouse,8624,card,2024-06-06,00:21:29
ORD00112,Sneha Iyer,AE,950047974,sneha111@gmail.com,Laptop,7144,wallet,2023-10-02,08:46:23
ORD00133,Priya Sharma,MY,690331190,priya132@gmail.com,Monitor,39276,cod,2023-04-10,07:47:02
ORD00364,Sneha Iyer,AU,852580010,,Camera,6502,netbanking,2023-08-01,21:28:22
ORD00303,Arjun Kumar,AE,857086209,arjun302@gmail.com,Headphones,40745,card,2024-10-18,23:04:42
ORD00126,Rahul Kumar,SG,63745499,rahul125@gmail.com,Laptop,17241,cod,2025-01-06,22:15:03
ORD00461,Sneha Singh,MY,863266678,sneha110@gmail.com,Headphones,2050,wallet,2023-10-26,25:70:90
ORD00457,John Sharma,SG,05452280,john106@gmail.com,Phone,22233,wallet,2023-08-22,25:70:90
