order_id,customer_name,country_code,phone,email,product_name,amount,payment_mode,order_date,order_time
ORD00248,Priya Singh,GB,6886153355,priya247@gmail.com,Headphones,19339,card,2025-12-22,15:35:52
ORD00461,Amit Patel,AU,376037548,amit60@gmail.com,Tablet,-500,upi,2025-02-01,22:48:26
ORD00414,Priya Mehta,SG,35396136,priya13@gmail.com,Monitor,18352,cod,2024/31/15,20:25:22
ORD00278,Ananya Iyer,IN,3565880434,ananya277@gmail.com,Phone,26244,cod,2024-12-01,02:35:59
ORD00158,Karan Kumar,SG,57387571,karan157@gmail.com,Monitor,47416,cod,2025-07-15,10:04:19
ORD00202,Priya Patel,US,5262181599,priya201@gmail.com,Monitor,46270,cash,2025-06-02,20:10:38
ORD00124,Arjun Smith,US,8872874315,arjun123@gmail.com,Tablet,48014,wallet,2024-06-10,22:11:00
ORD00469,Ananya Singh,AE,282772881,ananya68@gmail.com,Keyboard,-500,wallet,2023-03-08,23:10:35
ORD00001,Emma Brown,SG,04432701,emma70@gmail.com,Headphones,4527,cash,2025-05-05,15:36:19
ORD00132,Amit Iyer,GB,0047868633,amit131@gmail.com,Monitor,22785,card,2024-07-18,06:59:56
ORD00078,Emma Smith,US,8403690034,emma77@gmail.com,Keyboard,9093,upi,2024-08-15,10:07:00
ORD00058,Sneha Kumar,IN,3161172400,sneha57@gmail.com,Headphones,3777,upi,2025-01-04,11:27:09
ORD00246,Amit Patel,AE,228160648,amit245@gmail.com,Mouse,8624,card,2024-06-06,00:21:29
ORD00353,Arjun Brown,MY,519098624,arjun352@gmail.com,Laptop,24297,netbanking,2023-04-19,00:45:35
ORD00149,Priya Patel,US,0475412126,priya148@gmail.com,Monitor,36602,netbanking,2025-11-15,13:06:01
ORD00259,Priya Patel,MY,080996930,priya258@gmail.com,Mouse,35716,netbanking,2025-08-24,20:49:09
ORD00166,Sneha Kumar,IN,0745171339,sneha165@gmail.com,Headphones,46679,netbanking,2025-05-26,05:39:08
ORD00011,Karan Smith,MY,871331509,karan10@gmail.com,Keyboard,38664,card,2023-01-15,02:45:40
ORD00351,Riya Singh,AU,461919657,riya350@gmail.com,Laptop,6033,card,2023-10-12,18:57:48
ORD00437,Sneha Kumar,GB,3626204439,abc@,Monitor,16373,upi,2025-07-27,02:00:30
ORD00109,Arjun Kumar,GB,7364710276,arjun108@gmail.com,Monitor,30537,card,2024-11-27,19:09:20
ORD00268,Riya Sharma,SG,88117298,riya267@gmail.com,Laptop,44570,cod,2025-06-02,16:26:23
ORD00001,Emma Singh,MY,192124938,emma84@gmail.com,Mouse,12673,cod,2023-02-17,22:43:34
ORD00144,Priya Mehta,AE,679334101,priya143@gmail.com,Camera,24955,wallet,2025-09-01,01:40:00
ORD00287,John Singh,MY,455877169,john286@gmail.com,Mouse,30492,cod,2023-10-24,05:40:51
ORD00110,Karan Mehta,AU,625881537,karan109@gmail.com,Phone,17629,wallet,2024-05-22,04:06:03
ORD00497,Arjun Patel,AU,026153473,arjun96@gmail.com,Headphones,ten thousand,cod,2023-12-17,16:51:39
ORD00190,Amit Patel,AU,003236519,amit189@gmail.com,Mouse,5014,cash,2023-05-13,06:57:41
ORD00034,Amit Smith,AE,298069901,amit33@gmail.com,Camera,8993,wallet,2024-01-08,01:16:24
ORD00001,Rahul Sharma,AE,268768118,rahul81@gmail.com,Laptop,44114,wallet,2023-09-10,11:52:24
ORD00333,Riya Brown,AE,719903849,riya332@gmail.com,Keyboard,3305,card,2023-10-31,01:41:22
ORD00363,Arjun Smith,AE,836674286,arjun362@gmail.com,Laptop,19026,wallet,2025-02-21,21:20:33
ORD00396,Ananya Smith,IN,2752088547,ananya395@gmail.com,Mouse,49524,netbanking,2023-10-29,18:46:58
ORD00143,Arjun Kumar,MY,086211823,arjun142@gmail.com,Keyboard,40717,netbanking,2024-05-31,11:17:50
ORD00254,Ananya Kumar,SG,24508821,ananya253@gmail.com,Laptop,429,netbanking,2025-03-18,17:35:05
ORD00135,Arjun Kumar,AE,089268705,arjun134@gmail.com,Camera,34471,upi,2025-05-02,13:09:19
ORD00253,Priya Mehta,MY,814491476,priya252@gmail.com,Camera,43401,cash,2025-08-28,05:34:14
ORD00428,Emma Kumar,US,,emma27@gmail.com,Phone,34307,cod,2025-12-11,08:31:56
ORD00321,Rahul Kumar,AU,608432562,rahul320@gmail.com,Phone,47934,wallet,2025-12-02,21:39:55
ORD00224,Sneha Iyer,MY,542168942,sneha223@gmail.com,Phone,3096,upi,2024-08-18,14:46:33
ORD00001,Priya Sharma,MY,433218196,priya0@gmail.com,Laptop,2052,cash,2024-03-23,07:32:38
ORD00060,Riya Kumar,US,0748217594,riya59@gmail.com,Camera,45340,upi,2025-07-24,09:12:24
ORD00356,Amit Brown,IN,7969278687,amit355@gmail.com,Camera,23385,card,2024-01-16,13:38:00
ORD00015,Ananya Sharma,SG,64746872,ananya14@gmail.com,Keyboard,19545,card,2023-04-30,18:47:34
ORD00001,Karan Brown,AU,366941180,karan37@gmail.com,Laptop,21914,card,2025-08-22,11:38:42
ORD00068,Emma Sharma,SG,05329318,emma67@gmail.com,Keyboard,38529,card,2024-04-22,10:49:09
ORD00217,Arjun Kumar,GB,1715454443,arjun216@gmail.com,Tablet,34001,card,2023-04-27,19:25:42
ORD00250,Karan Smith,AU,704358112,karan249@gmail.com,Laptop,41186,cash,2024-03-07,21:40:49
ORD00038,Priya Mehta,US,0671657262,priya37@gmail.com,Mouse,40464,netbanking,2025-09-17,14:27:52
ORD00073,Arjun Mehta,MY,271111615,arjun72@gmail.com,Tablet,36562,cash,2024-11-06,21:07:26
